0.369363	0.490716	0.504642	0.509284	0.472314	0.503813	0.495800	0.505416	
0.511273	0.505305	0.510942	0.483753	0.488727	0.499668	0.502210	0.499116	
0.493369	0.504642	0.495027	0.508621	0.486737	0.499171	0.501326	0.500774	
0.512599	0.492706	0.503979	0.494363	0.497679	0.492706	0.499116	0.501768	
0.496684	0.507958	0.510610	0.495027	0.502155	0.499668	0.489279	0.498453	
0.486074	0.495358	0.496353	0.504973	0.492706	0.508123	0.496242	0.503426	
0.518568	0.491379	0.495358	0.496684	0.504310	0.501492	0.492374	0.507294	
0.487401	0.500663	0.488395	0.497347	0.484914	0.502155	0.500442	0.502874	
0.490053	0.505968	0.491379	0.490053	0.477454	0.508455	0.492927	0.504752	
0.487401	0.495358	0.493700	0.499668	0.484748	0.491214	0.500774	0.495137	
0.392573	0.504642	0.490385	0.499337	0.438660	0.508455	0.484306	0.498011	
0.000000	0.026525	0.076923	0.326923	0.090020	0.341015	0.177166	0.314655	
0.000000	0.023210	0.000000	0.040451	0.011605	0.088859	0.045535	0.096706	
0.488727	0.503316	0.498342	0.493037	0.480769	0.513263	0.504863	0.503979	
0.036472	0.196950	0.389920	0.509947	0.318966	0.499668	0.446065	0.499226	
0.000000	0.035809	0.067639	0.376658	0.101293	0.393733	0.206786	0.359748	
0.002653	0.165119	0.303050	0.502321	0.287633	0.458886	0.419430	0.486627	
0.284483	0.500000	0.485080	0.497347	0.418269	0.499834	0.482980	0.507073	
0.519894	0.496021	0.498342	0.514589	0.496850	0.508455	0.492263	0.505084	
0.485411	0.499337	0.511605	0.491379	0.497016	0.508621	0.500663	0.497900	
0.516578	0.509284	0.502984	0.499337	0.497016	0.501160	0.511052	0.504973	
0.504642	0.483422	0.491379	0.494363	0.494529	0.492706	0.487843	0.508179	
0.488727	0.489390	0.495690	0.486074	0.479940	0.510776	0.496574	0.492042	
0.395225	0.490053	0.484748	0.506631	0.421419	0.493700	0.483643	0.510721	
0.157825	0.437003	0.481101	0.501658	0.431366	0.494695	0.476569	0.507073	
0.490053	0.480769	0.507958	0.482427	0.484085	0.492540	0.505305	0.497237	
0.475464	0.513926	0.498011	0.488395	0.490219	0.506963	0.497900	0.506300	
0.476127	0.492706	0.489058	0.493700	0.489390	0.496353	0.489058	0.504752	
0.000000	0.050398	0.104443	0.447281	0.142905	0.410477	0.246463	0.414788	
0.500663	0.501326	0.495027	0.503647	0.500995	0.492540	0.496242	0.502321	
0.455570	0.503979	0.494032	0.488727	0.481930	0.508289	0.494032	0.506521	
0.488727	0.519894	0.502653	0.501989	0.492042	0.507958	0.501326	0.500884	
0.486737	0.493369	0.498011	0.500332	0.506797	0.504973	0.500553	0.501658	
0.422414	0.488064	0.497679	0.497347	0.477619	0.503316	0.505084	0.501326	
0.496021	0.513263	0.494695	0.519231	0.502487	0.494695	0.505084	0.496353	
0.474138	0.516578	0.503316	0.501658	0.494032	0.502487	0.493479	0.493590	
0.513263	0.491379	0.499005	0.491048	0.483588	0.504808	0.486737	0.485080	
0.492706	0.515252	0.491711	0.485411	0.491545	0.494032	0.495358	0.496242	
0.531167	0.506631	0.500995	0.508621	0.509284	0.501824	0.506521	0.498121	
0.442308	0.526525	0.507294	0.508621	0.488064	0.487898	0.498674	0.497679	
0.510610	0.494695	0.507626	0.492706	0.487566	0.504476	0.499005	0.494363	
0.198276	0.415782	0.472812	0.497679	0.428714	0.489058	0.482759	0.499668	
0.483422	0.508621	0.496021	0.501326	0.476625	0.494198	0.504310	0.496684	
0.488727	0.496684	0.490053	0.503647	0.493203	0.491877	0.499668	0.507958	
0.496684	0.491379	0.508952	0.506300	0.485245	0.497182	0.499337	0.500221	
0.484085	0.486074	0.499337	0.497347	0.475464	0.508952	0.494474	0.498232	
0.502653	0.500000	0.497679	0.487401	0.501824	0.501160	0.503868	0.506410	
0.505305	0.474801	0.495690	0.501326	0.490550	0.489224	0.504863	0.502210	
0.033820	0.198276	0.400862	0.495358	0.248674	0.479940	0.396110	0.492042	
0.241379	0.477454	0.490385	0.503979	0.418269	0.501658	0.489611	0.488506	
0.491379	0.505305	0.507294	0.512268	0.496519	0.494032	0.493479	0.502431	
0.517241	0.506631	0.499668	0.504310	0.500497	0.502487	0.496684	0.500111	
0.469496	0.498674	0.489721	0.487401	0.486240	0.508123	0.502653	0.496021	
0.459549	0.488727	0.500332	0.500000	0.455073	0.499503	0.491821	0.497126	
0.059682	0.281830	0.488395	0.496684	0.341844	0.505139	0.465849	0.490495	
0.532493	0.509947	0.508289	0.505637	0.488561	0.494695	0.500774	0.495579	
0.497347	0.497347	0.508621	0.500663	0.495524	0.498342	0.503647	0.502431	
0.515252	0.484085	0.494695	0.514920	0.477122	0.500332	0.498784	0.495800	
0.496021	0.501326	0.489390	0.492706	0.488893	0.489721	0.503537	0.499668	
0.360080	0.501326	0.510942	0.499337	0.439821	0.499337	0.497458	0.496132	
0.474138	0.483422	0.496353	0.515252	0.477288	0.500000	0.505305	0.492927	
0.437003	0.497347	0.481432	0.496684	0.485080	0.499834	0.494253	0.503647	
0.498674	0.494032	0.498342	0.498342	0.504476	0.500497	0.494805	0.492816	
0.521220	0.485411	0.503316	0.491711	0.494529	0.509781	0.501105	0.503205	
0.488727	0.493369	0.504642	0.508952	0.504145	0.503813	0.495579	0.505195	
0.511936	0.497347	0.500663	0.500995	0.503647	0.494529	0.494363	0.496463	
0.486074	0.494032	0.481764	0.501658	0.501824	0.490219	0.499226	0.496353	
0.518568	0.498011	0.495690	0.510279	0.507460	0.504476	0.498674	0.502763	
0.503316	0.498011	0.494363	0.506963	0.491545	0.501326	0.500995	0.491821	
0.444297	0.509284	0.495358	0.516578	0.478448	0.492706	0.501105	0.488948	
0.509284	0.489390	0.487069	0.512599	0.500332	0.502653	0.501768	0.506189	
0.518568	0.484085	0.489058	0.505968	0.494695	0.494529	0.499889	0.499558	
0.485411	0.494695	0.499005	0.510279	0.492706	0.503979	0.487843	0.494474	
0.490716	0.511936	0.484748	0.492374	0.506963	0.488893	0.493921	0.496574	
0.492042	0.496021	0.512268	0.512931	0.499005	0.499834	0.498011	0.495469	
0.490716	0.492706	0.503316	0.490385	0.501326	0.501160	0.494363	0.495358	
0.459549	0.485411	0.507626	0.515252	0.450431	0.500663	0.494142	0.498563	
0.485411	0.474138	0.501989	0.502321	0.494695	0.498508	0.504200	0.502874	
0.531830	0.484085	0.506963	0.501989	0.505637	0.493037	0.499116	0.501768	
0.389920	0.514589	0.490385	0.499337	0.473641	0.496021	0.491932	0.491048	
0.487401	0.507958	0.508289	0.508952	0.487732	0.506797	0.502984	0.492485	
0.486074	0.477454	0.506300	0.490716	0.487235	0.500663	0.500221	0.495911	
0.520557	0.493369	0.500663	0.501326	0.491877	0.506631	0.498011	0.507294	
0.500663	0.500663	0.505637	0.502984	0.501160	0.500829	0.494032	0.503758	
0.486737	0.515252	0.505305	0.493369	0.501160	0.505139	0.495690	0.491379	
0.399867	0.481432	0.495358	0.491711	0.461041	0.497016	0.496684	0.493258	
0.482095	0.479443	0.506963	0.498674	0.493700	0.498674	0.504973	0.499889	
0.497347	0.503979	0.513263	0.497679	0.498011	0.505637	0.492374	0.498011	
0.457560	0.489390	0.498011	0.502984	0.495027	0.495690	0.497016	0.502542	
0.518568	0.498674	0.497016	0.504642	0.502653	0.490385	0.503868	0.496021	
0.501326	0.509947	0.507958	0.487069	0.508621	0.501824	0.503537	0.500332	
