15.323834	15.790643	18.258662	24.335711	
16.579852	16.934736	18.714592	24.806555	
15.228301	15.704569	18.185112	24.259616	
18.998986	19.209950	20.515257	26.653671	
17.386611	17.658035	18.879178	24.976177	
17.805550	18.079710	19.685993	25.805249	
18.202708	18.452226	19.818506	25.941060	
15.787050	16.209723	18.266385	24.343699	
14.756206	15.281813	17.830017	23.891657	
14.302479	14.879218	17.476430	23.524257	
20.498146	20.649346	21.672271	27.832220	
20.948845	21.085540	22.023409	28.188880	
16.733242	17.053931	18.791187	24.885516	
19.461358	19.651810	20.893659	27.039727	
16.469377	16.835407	18.905467	25.003253	
17.011887	17.337427	19.069530	25.172135	
16.322512	16.693349	18.550609	24.637375	
14.368543	14.932237	17.068859	23.099431	
15.480746	15.932386	18.230405	24.306481	
14.982807	15.483068	17.839400	23.901391	
14.436808	14.998359	17.688669	23.744910	
16.679903	17.027235	18.851444	24.947607	
17.344410	17.647499	19.410919	25.523019	
16.261610	16.643313	18.590938	24.678999	
16.937033	17.263801	18.986567	25.086757	
15.079751	15.570172	17.959496	24.025940	
17.047074	17.323326	18.919318	25.017518	
15.625824	16.063845	18.352070	24.432294	
14.518644	15.054358	17.229077	23.266609	
17.310659	17.615975	19.419078	25.531396	
16.523979	16.826065	18.522582	24.608441	
16.054983	16.379602	17.945221	24.011141	
12.671025	13.250419	15.608640	21.563768	
14.533547	15.070451	17.244474	23.282663	
13.829471	14.465379	17.285107	23.325019	
14.060631	14.651942	17.167768	23.202664	
15.429648	15.886179	18.281779	24.359620	
15.524544	15.972033	18.278014	24.355726	
15.214498	15.630518	17.513144	23.562454	
15.058080	15.549393	17.626044	23.679842	
15.406792	15.855577	17.782126	23.841954	
8.529092	10.232047	14.813809	20.717225	
13.129400	13.747547	16.422600	22.422592	
18.430987	18.669384	20.042199	26.170110	
17.391894	17.683833	19.249258	25.356948	
17.999783	18.224426	19.539150	25.654639	
17.168944	17.478928	19.109106	25.212848	
15.740240	16.166688	18.176212	24.250405	
17.098362	17.364379	18.788589	24.882839	
12.125317	12.990344	15.700986	21.661593	
12.576084	13.191968	15.435041	21.379583	
13.515488	14.011029	16.235686	22.226036	
15.659948	16.067373	17.998621	24.066490	
13.378296	13.982311	15.941920	21.916337	
10.675397	11.847524	15.880937	21.851924	
16.437347	16.803702	18.609106	24.697747	
18.896949	19.112684	20.421593	26.558013	
15.998296	16.403030	18.541576	24.628051	
14.464149	14.995743	17.364574	23.407813	
13.047328	13.773989	16.254940	22.246301	
20.024664	20.170641	21.110055	27.260223	
19.577562	19.763165	20.939175	27.086121	
15.386035	15.805443	17.584028	23.636169	
18.985985	19.194813	20.404177	26.540221	
14.589289	15.130244	17.644395	23.698912	
11.748830	12.708555	16.370795	22.368152	
16.018577	16.415670	18.321382	24.400570	
14.881512	15.393109	17.703397	23.760209	
16.283211	16.661328	18.487915	24.572645	
14.945783	15.409105	17.497602	23.546287	
18.034792	18.295564	19.883686	26.007828	
14.293109	14.871557	17.718376	23.775766	
8.833966	9.790218	12.247403	17.913896	
14.230170	14.816153	17.687975	23.744190	
15.636703	16.063944	18.049029	24.118718	
16.071695	16.451233	18.313621	24.392546	
14.471437	15.029004	17.815296	23.876381	
15.044523	15.539480	18.088149	24.159236	
17.236273	17.546476	19.287179	25.395917	
18.363903	18.606534	20.117820	26.247483	
17.003706	17.329989	19.220551	25.327443	
15.438540	15.894217	18.320688	24.399853	
14.879546	15.348224	17.424465	23.470174	
13.800728	14.424440	16.841898	22.862199	
14.285148	14.864544	17.707669	23.764645	
19.655226	19.837659	21.036249	27.185040	
22.156020	22.260223	22.999138	29.177874	
15.916912	16.328734	18.582365	24.670151	
17.071224	17.392712	19.179926	25.285677	
16.163741	16.536642	18.457501	24.541233	
16.935604	17.235750	18.906395	25.004209	
16.020015	16.422907	18.600723	24.689096	
16.218899	16.605020	18.673085	24.763750	
17.928504	18.195404	19.799475	25.921561	
17.893791	18.162723	19.787076	25.908857	
14.454259	14.980072	17.453341	23.500230	
19.590682	19.775747	20.988715	27.136608	
12.879999	13.648031	16.806359	22.825007	
10.017745	11.320701	15.636698	21.593502	
10.968761	12.080910	16.304247	22.298178	
14.147696	14.743684	17.627006	23.680842	
17.307465	17.612992	19.421535	25.533919	
12.951443	13.693080	16.417480	22.417213	
12.102644	12.976009	15.496771	21.445121	
14.415373	14.979431	17.767551	23.826825	
9.577280	10.987861	15.417196	21.360629	
12.386655	13.223661	16.560554	22.567426	
13.083018	13.822164	17.024685	23.053296	
14.196220	14.781392	17.294445	23.334751	
19.051738	19.259976	20.503704	26.641874	
18.290131	18.536720	20.052694	26.180850	
17.194443	17.506968	19.221926	25.328855	
17.701327	17.981789	19.676505	25.795522	
15.103688	15.592547	18.069625	24.140051	
11.920840	12.847339	16.307043	22.301118	
12.450471	13.288316	16.847935	22.868515	
10.769157	11.923124	16.104782	22.088152	
16.591921	16.948454	18.945564	25.044544	
16.520849	16.882862	18.936537	25.035249	
11.324740	12.364402	16.275862	22.268316	
10.614247	11.800274	15.960821	21.936293	
16.586169	16.920522	18.701477	24.793031	
15.586440	16.027888	18.260813	24.337936	
11.763705	12.720290	16.375968	22.373589	
10.677226	11.850997	16.224675	22.214445	
14.813430	15.332828	17.960720	24.027208	
15.362172	15.825233	18.277699	24.355400	
11.610962	12.596416	16.488379	22.491677	
14.018408	14.630385	17.588033	23.640332	
14.392615	14.959225	17.664780	23.720093	
11.496288	12.499457	16.159372	22.145676	
16.382680	16.755566	18.803840	24.898555	
16.128926	16.522581	18.672629	24.763279	
12.863886	13.625988	16.771299	22.788305	
12.426545	13.268322	16.825685	22.845233	
13.241079	13.906724	16.697392	22.710894	
12.786132	13.467478	16.516660	22.521364	
12.006464	12.888244	15.995252	21.972635	
15.105742	15.594401	18.121959	24.194246	
11.549155	12.545406	16.220928	22.210501	
13.586234	14.254299	17.199339	23.235597	
11.993337	12.909097	16.682392	22.695176	
12.621648	13.427336	16.631985	22.642342	
12.902178	13.641442	16.672100	22.684391	
14.049405	14.646888	17.324098	23.365649	
12.014093	12.925887	16.558178	22.564932	
15.576187	15.972112	17.979016	24.046172	
13.840887	14.475427	17.404294	23.449174	
14.745540	15.210069	17.556710	23.607765	
12.915471	13.672235	16.665745	22.677731	
10.288578	11.482969	15.322709	21.260198	
10.121120	11.290629	15.265032	21.198835	
14.104196	14.679017	17.292413	23.332633	
19.071961	19.279557	20.612529	26.752971	
